全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
170003,CC0000000710,上本郷農村公園,カミホンゴウノウソンコウエン,kamihongonosonkoen,172049,,輪島市門前町別所2の91番地,石川県,輪島市,門前町別所2の,91番地,,37.2749029,136.8401879,83,0768-42-0931,172049,石川県,輪島市,,,,,,,,1,,,,,,750,,,,,
170003,CC0000000711,下本郷農村公園,シモホンゴウノウソンコウエン,shimohongonosonkoen,172049,,輪島市門前町谷口12の28番地,石川県,輪島市,門前町谷口12の,28番地,,37.2874419,136.8132497,43,0768-42-0260,172049,石川県,輪島市,,,,,,,,1,,,,,,900,,,,,
170003,CC0000000712,輪島市浦上健康増進広場,ワジマシウラカミケンコウゾウシンヒロバ,wajimashiurakamikenkozoshinhiroba,172049,,輪島市門前町浦上チの1番地1,石川県,輪島市,門前町浦上チの,1番地1,,37.30572053,136.7982863,28,0768-42-1161,172049,石川県,輪島市,,,,,,,,1,,,,,,"3,907",,,,,
170003,CC0000000713,あすなろ公園,アスナロコウエン,asunarokoen,172049,,輪島市門前町浦上10の20番地1,石川県,輪島市,門前町浦上10の,20番地1,,36.51809064,136.620223,32,0768-42-8722,172049,石川県,輪島市,,,,,,,,1,,,,,,"1,000",,,,,
170003,CC0000000714,輪島市七浦基幹集落センター（駐車場）,ワジマシナナウラキカンシュウラクセンター（チュウシャジョウ）,wajimashinanaurakikanshurakusenta（chushajo）,172049,,輪島市門前町餅田9の16番地2,石川県,輪島市,門前町餅田9の,16番地2,,37.34688221,136.7556313,19,0768-42-8722,172049,石川県,輪島市,,,,,,,1,1,1,,,,,200,,,,,
170003,CC0000000715,皆月青少年旅行村（駐車場）,ミナヅキセイショウネンリョコウムラ（チュウシャジョウ）,minazukiseishonenryokomura（chushajo）,172049,,輪島市門前町皆月ミの117番地,石川県,輪島市,門前町皆月ミの,117番地,,37.35466425,136.7546519,26,0768-42-0558,172049,石川県,輪島市,,,,,,,1,1,1,,,,,"1,800",,,,,
170003,CC0000000716,へぐら愛らんどタワー,ヘグラアイランドタワー,heguraairandotawa,172049,,輪島市海士町所属舳倉島出邑山,石川県,輪島市,海士町所属舳倉島出邑山,,,37.85118579,136.9180733,10,0768-42-8720,172049,石川県,輪島市,,,,,,,1,1,1,,,,,164,,,,,
170003,CC0000000717,舳倉島灯台,ヘグラジマトウダイ,hegurajimatodai,172049,,海士町所属舳倉高見,石川県,輪島市,海士町所属舳倉高見,,,37.85139,136.918504,12,0768-42-8720,172049,石川県,輪島市,,,,,,,,1,1,,,,,125,,,,,
170003,CC0000000718,旧輪島市立鵠巣公民館,キュウワジマシリツコクスコウミンカン,kyuwajimashiritsukokusukominkan,172049,,深見町65部33番地1,石川県,輪島市,深見町65部,33番地1,,37.41062951,136.9697852,36,0768-42-8720,172049,石川県,輪島市,,,,,1,1,,,,,,,,161,,,,,
170003,CC0000000719,国道249号（松波鵜島ﾊﾞｲﾊﾟｽA）,コクドウニヒャクヨンジュウキュウゴウ（マツナミウシマバイパスエー）,kokudonihyakuyonjukyugo（matsunamiushimabaipasue）,172057,,石川県珠洲市宝立町宗玄地内,石川県,珠洲市,宝立町宗玄地内,,,37.37299656,137.2348752,34.9,0768-22-2220,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000720,国道249号（松波鵜島ﾊﾞｲﾊﾟｽB）,コクドウニヒャクヨンジュウキュウゴウ（マツナミウシマバイパスビー）,kokudonihyakuyonjukyugo（matsunamiushimabaipasubi）,172057,,石川県珠洲市宝立町宗玄地内,石川県,珠洲市,宝立町宗玄地内,,,37.37356782,137.2347035,31,0767-52-9118,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000721,国道249号（松波鵜島ﾊﾞｲﾊﾟｽC）,コクドウニヒャクヨンジュウキュウゴウ（マツナミウシマバイパスシー）,kokudonihyakuyonjukyugo（matsunamiushimabaipasushi）,172057,,石川県珠洲市宝立町鵜島地内,石川県,珠洲市,宝立町鵜島地内,,,37.3781348,137.23337,29.3,0768-23-1176,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000722,国道249号（松波鵜島ﾊﾞｲﾊﾟｽD）,コクドウニヒャクヨンジュウキュウゴウ（マツナミウシマバイパスディー）,kokudonihyakuyonjukyugo（matsunamiushimabaipasudei）,172057,,石川県珠洲市宝立町鵜島地内,石川県,珠洲市,宝立町鵜島地内,,,37.38030451,137.2337992,30.3,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000723,市道61号線（稲荷神社裏山）,シドウロクジュウイチゴウセン（イナリジンジャウラヤマ）,shidorokujuichigosen（inarijinjaurayama）,172057,,石川県珠洲市宝立町鵜島地内,石川県,珠洲市,宝立町鵜島地内,,,37.38276834,137.2336704,53.9,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000724,白山神社（南黒丸）,シラヤマジンジャ（ミンマイコクマル）,shirayamajinja（mimmaikokumaru）,172057,,石川県珠洲市宝立町南黒丸6-35-1,石川県,珠洲市,宝立町南黒丸,6-35-1,,37.38671399,137.2314634,16,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000725,農道宝立45号線（南黒丸）,ノウドウホウダツヨンジュウゴゴウセン（ミナミコクマル）,nodohodatsuyonjugogosen（minamikokumaru）,172057,,石川県珠洲市宝立町南黒丸地内,石川県,珠洲市,宝立町南黒丸地内,,,37.38967626,137.2325936,16.4,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000726,市道63号線（びや坂）,シドウロクジュウサンゴウセン（ビヤサカ）,shidorokujusangosen（biyasaka）,172057,,石川県珠洲市宝立町南黒丸地内,石川県,珠洲市,宝立町南黒丸地内,,,37.39279238,137.2338543,12.8,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
170003,CC0000000727,たら山台地,タラヤマダンチ,tarayamadanchi,172057,,石川県珠洲市宝立町鵜島地内,石川県,珠洲市,宝立町鵜島地内,,,37.39528134,137.235292,28.2,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
170003,CC0000000728,旧宝立小学校体育館,キュウホウダツショウガッコウタイイクカン,kyuhodatsushogakkotaiikukan,172057,,石川県珠洲市宝立町鵜島4-30,石川県,珠洲市,宝立町鵜島,４ー３０,,37.39670849,137.2366813,18,0768-82-7725,172057,石川県,珠洲市,,,,,,1,1,1,1,,,,1,310人2.0㎡あたり1人,,,,,
170003,CC0000000729,柏原集会所,カシワラシュウカイジョ,kashiwarashukaijo,172057,,石川県珠洲市宝立町柏原38-48-10,石川県,珠洲市,宝立町柏原,38-48-10,,37.3981977,137.2195356,13.4,0768-82-7725,172057,石川県,珠洲市,,,,,,,,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000730,宝立小中学校（4階）,ホウダツショウチュウガッコウ（ヨンカイ）,hodatsushochugakko（yonkai）,172057,,石川県珠洲市宝立町鵜飼丑-83,石川県,珠洲市,宝立町鵜飼丑-,83,,37.40321596,137.2376553,16.2,0768-82-7725,172057,石川県,珠洲市,,,,,,1,1,1,1,,,,,150人2.0㎡あたり1人,,,,,
170003,CC0000000731,宝立公民館,ホウダツコウミンカン,hodatsukominkan,172057,,石川県珠洲市宝立町鵜飼卯-46,石川県,珠洲市,宝立町鵜飼卯-,46,,37.4015772,137.2393476,3,0768-84-1106,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000732,中野山道①,ナカノサンドウイチ,nakanosandoichi,172057,,石川県珠洲市宝立町春日野地内,石川県,珠洲市,宝立町春日野地内,,,37.40705242,137.2316534,9,0768-82-7725,172057,石川県,珠洲市,,,,,,,,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000733,中野山道③,ナカノサンドウニ,nakanosandoni,172057,,石川県珠洲市宝立町春日野地内,石川県,珠洲市,宝立町春日野地内,,,37.40824542,137.2322969,26.9,0768-84-1106,172057,石川県,珠洲市,,,,,,,,,1,,,,,150人2.0㎡あたり1人,,,,,
170003,CC0000000734,長寿園,チョウジュエン,chojuen,172057,,石川県珠洲市宝立町春日野4-117,石川県,珠洲市,宝立町春日野,4-117,,37.41125155,137.240256,16.5,0768-84-1500,172057,石川県,珠洲市,,,,,,,1,,1,,,,,400人2.0㎡あたり1人,,,,,
170003,CC0000000735,大畠台地,オオバタケダンチ,obatakedanchi,172057,,石川県珠洲市宝立町春日野地内,石川県,珠洲市,宝立町春日野地内,,,37.41419153,137.2375523,28.8,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
170003,CC0000000736,旧谷崎街道,キュウタニザキカイドウ,kyutanizakikaido,172057,,石川県珠洲市宝立町春日野地内,石川県,珠洲市,宝立町春日野地内,,,37.4127599,137.2428953,19.5,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
170003,CC0000000737,高井集会所,タカイシュウカイショ,takaishukaisho,172057,,石川県珠洲市宝立町春日野地内,石川県,珠洲市,宝立町春日野地内,,,37.4102812,137.226595,,0768-82-7725,172057,石川県,珠洲市,,,,,,,,1,1,,,,,20人2.0㎡あたり1人,,,,,
170003,CC0000000738,第三長寿園（屋上）,ダイサンチョウジュエン（オクジョウ）,daisanchojuen（okujo）,172057,,石川県珠洲市宝立町鵜飼子-36-4,石川県,珠洲市,宝立町鵜飼子-,36ー4,,37.40501543,137.239335,16,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000739,市道741号線,シドウナナヒャクヨンジュウイチゴウセン,shidonanahyakuyonjuichigosen,172057,,石川県珠洲市上戸町寺社地内,石川県,珠洲市,上戸町寺社地内,,,37.41737272,137.2369011,18.1,0768-82-7725,172057,石川県,珠洲市,,,,,,,,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000740,市道95号線,シドウキュウジュウゴゴウセン,shidokyujugogosen,172057,,石川県珠洲市上戸町寺社地内,石川県,珠洲市,上戸町寺社地内,,,37.41666701,137.2429391,19.5,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000741,隨念山,ズイネンヤマ,zuinenyama,172057,,石川県珠洲市上戸町寺社地内,石川県,珠洲市,上戸町寺社地内,,,37.41866095,137.2380682,19.2,0768-82-7725,172057,石川県,珠洲市,,,,,,,,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000742,清水山①,シミズヤマイチ,shimizuyamaichi,172057,,石川県珠洲市上戸町南方地内,石川県,珠洲市,上戸町南方地内,,,37.42413199,137.2419871,22.5,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
170003,CC0000000743,清水山②,シミズヤマニ,shimizuyamani,172057,,石川県珠洲市上戸町南方地内,石川県,珠洲市,上戸町南方地内,,,37.4219436,137.240509,19.2,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000744,高照寺,コウショウジ,koshoji,172057,,石川県珠洲市上戸町南方地内,石川県,珠洲市,上戸町南方地内,,,37.42959263,137.2454604,16.3,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000745,上戸小学校（3階）,ウエトショウガッコウ（サンカイ）,uetoshogakko（sankai）,172057,,石川県珠洲市上戸町寺社5-74-2,石川県,珠洲市,上戸町寺社,5-74-2,,37.42718571,137.2499434,10.3,0768-82-7725,172057,石川県,珠洲市,,,,,,1,1,1,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000746,上戸公民館,ウエトコウミンカン,uetokominkan,172057,,石川県珠洲市上戸町寺社2-57-1,石川県,珠洲市,上戸町寺社,2-57-1,,37.42750095,137.2513971,1.4,0768-82-7725,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000747,さんぺい山,サンペイヤマ,sampeiyama,172057,,石川県珠洲市上戸町南方地内,石川県,珠洲市,上戸町南方地内,,,37.43145917,137.2485317,15,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000748,珠洲消防署,スズショウボウショ,suzushobosho,172057,,石川県上戸町北方22-100,石川県,珠洲市,上戸町北方,22-100,,37.4343474,137.2526263,15.5,0768-82-0168,172057,石川県,珠洲市,,,,,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
170003,CC0000000749,珠洲市役所（5階）,スズシヤクショ（ゴカイ）,suzushiyakusho（gokai）,172057,,石川県珠洲市上戸町北方1-6-2,石川県,珠洲市,上戸町北方,1ー6ー2,,37.4363579,137.260435,20.5,0768-82-0140,172057,石川県,珠洲市,,,,,,1,1,,1,,,,,80人2.0㎡あたり1人,,,,,
170003,CC0000000750,飯田小学校,イイダショウガッコウ,iidashogakko,172057,,石川県珠洲市飯田町19-61,石川県,珠洲市,飯田町,19-61,,37.43989973,137.2594808,23.1,0768-82-7725,172057,石川県,珠洲市,,,,,,1,1,1,1,,,,1,650人2.0㎡あたり1人,,,,,
170003,CC0000000751,飯田公民館,イイダコウミンカン,iidakominkan,172057,,石川県珠洲市飯田町10-20-2,石川県,珠洲市,飯田町,10-20-2,,37.43977225,137.2632294,5.4,0768-82-7725,172057,石川県,珠洲市,,,,,,,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000752,春日神社,カスガジンジャ,kasugajinja,172057,,石川県珠洲市飯田町17-50,石川県,珠洲市,飯田町,17-50,,37.4378457,137.2600243,12.3,0768-82-7725,172057,石川県,珠洲市,,,,,1,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000753,旧消防署訓練塔（5階・屋上）,キュウショウボウショクンレントウ（ゴカイ・オクジョウ）,kyushoboshokunrento（gokai・okujo）,172057,,石川県珠洲市飯田町13-120-1,石川県,珠洲市,飯田町,13-120-1,,37.4357138,137.2659707,14.1,0768-82-0044,172057,石川県,珠洲市,,,,,1,,1,,1,,,,,30人2.0㎡あたり1人,,,,,
170003,CC0000000754,珠洲商工会議所（4階）,スズショウコウカイギショ（ヨンカイ）,suzushokokaigisho（yonkai）,172057,,石川県珠洲市飯田町1-1-9,石川県,珠洲市,飯田町,11月9日,,37.43287779,137.2600696,13.8,0768-82-0023,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000755,石川県珠洲第１職員住宅,イシカワケンスズダイイチショクインジュウキョ,ishikawakensuzudaiichishokuinjukyo,172057,,石川県珠洲市若山町出田わ62-1,石川県,珠洲市,若山町出田わ,62ー1,,37.4468174,137.2623514,21.3,0768-82-7725,172057,石川県,珠洲市,,,,,,,,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000756,若山小学校,ワカヤマショウガッコウ,wakayamashogakko,172057,,石川県珠洲市若山町古蔵11-100-1,石川県,珠洲市,若山町古蔵,11-100-1,,37.45651007,137.2426511,20,0768-82-7725,172057,石川県,珠洲市,,,,,1,1,,1,,,,,1,420人2.0㎡あたり1人,,,,,
170003,CC0000000757,若山公民館,ワカヤマコウミンカン,wakayamakominkan,172057,,石川県珠洲市若山町古蔵寅-60-1,石川県,珠洲市,若山町古蔵寅-,60ー1,,37.45671021,137.241428,16,0768-82-7725,172057,石川県,珠洲市,,,,,1,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000758,旧上黒丸小学校,キュウカミクロマルショウガッコウ,kyukamikuromarushogakko,172057,,石川県珠洲市若山町上黒丸10-34,石川県,珠洲市,若山町上黒丸,10-34,,37.4534553,137.1691424,127,0768-82-7725,172057,石川県,珠洲市,,,,,,,,1,,,,,1,240人2.0㎡あたり1人,,,,,
170003,CC0000000759,飯田高等学校駐車場・グラウンド,イイダコウトウガッコウチュウシャジョウ・グラウンド,iidakotogakkochushajo・guraundo,172057,,石川県珠洲市野々江町1-1,石川県,珠洲市,野々江町,１ー１,,37.4477671,137.2689101,21.9,0768-82-0240,172057,石川県,珠洲市,,,,,1,,,,1,,,,,500人2.0㎡あたり1人,,,,,
170003,CC0000000760,珠洲市総合病院（3階）,スズシソウゴウビョウイン（サンカイ）,suzushisogobyoin（sankai）,172057,,石川県珠洲市野々江町ユ-1-1,石川県,珠洲市,野々江町ユ-,１ー１,,37.44352336,137.270523,13.7,0768-82-6153,172057,石川県,珠洲市,,,,,1,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000761,緑丘中学校,ミドリガオカチュウウガッコウ,midorigaokachuugakko,172057,,石川県珠洲市野々江町6-1,石川県,珠洲市,野々江町,６ー１,,37.44653448,137.273012,13.3,0768-82-1886,172057,石川県,珠洲市,,,,,1,1,1,1,1,,,,1,750人2.0㎡あたり1人,,,,,
170003,CC0000000762,直小学校（3階）,タダショウガッコウ（サンカイ）,tadashogakko（sankai）,172057,,石川県珠洲市野々江町ニ-38-2,石川県,珠洲市,野々江町ニ-,３８ー２,,37.44374092,137.2817308,11.8,0768-82-7725,172057,石川県,珠洲市,,,,,1,1,1,1,1,,,,,80人2.0㎡あたり1人,,,,,
170003,CC0000000763,直公民館,タダコウミンカン,tadakominkan,172057,,石川県珠洲市野々江町ホ-80-1,石川県,珠洲市,野々江町ホ-,８０ー１,,37.44386112,137.2801202,4.5,0768-82-7725,172057,石川県,珠洲市,,,,,1,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000764,上水道正院配水池,ジョウスイドウショウインハイスイチ,josuidoshoinhaisuichi,172057,,石川県珠洲市熊谷地内,石川県,珠洲市,熊谷地内,,,37.45203681,137.2837838,50.1,0768-82-0250,172057,石川県,珠洲市,,,,,,,,,1,,,,,50人2.0㎡あたり1人,,,,,
170003,CC0000000765,正院小学校,ショウインショウガッコウ,shoinshogakko,172057,,石川県珠洲市正院町川尻1-39,石川県,珠洲市,正院町川尻,１ー３９,,37.44578548,137.2965091,11.2,0768-82-0313,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,400人2.0㎡あたり1人,,,,,
170003,CC0000000766,正院公民館,ショウインコウミンカン,shoinkominkan,172057,,石川県珠洲市正院町正院22-2-1,石川県,珠洲市,正院町正院,２２ー２ー１,,37.44400158,137.2941486,4.5,0768-82-3798,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000767,勧涛山（かんどやま）,カンドヤマ,kandoyama,172057,,石川県珠洲市正院町小路地内,石川県,珠洲市,正院町小路地内,,,37.44809749,137.2944483,19.1,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
170003,CC0000000768,殿山,トノヤマ,tonoyama,172057,,石川県珠洲市正院町正院地内,石川県,珠洲市,正院町正院地内,,,37.44634709,137.2966316,32.2,0768-82-0404,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000769,黒瀧城跡地,コクリュウジョウアトチ,kokuryujoatochi,172057,,石川県珠洲市正院町川尻地内,石川県,珠洲市,正院町川尻地内,,,37.44449868,137.2989973,33.6,0768-82-0416,172057,石川県,珠洲市,,,,,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
170003,CC0000000770,旧飯塚保育所,キュウイイヅカホイクショ,kyuiizukahoikusho,172057,,石川県珠洲市正院町飯塚は-57,石川県,珠洲市,正院町飯塚は-,57,,37.45988861,137.287075,9,0768-82-7725,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000771,平床集会所,タイラユカシュウカイショ,tairayukashukaisho,172057,,石川県珠洲市正院町平床地内,石川県,珠洲市,正院町平床地内,,,37.46150659,137.3049031,35,0768-82-7725,172057,石川県,珠洲市,,,,,1,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
170003,CC0000000772,のとスターラインA,ノトスターラインエー,notosutaraine,172057,,石川県珠洲市正院町川尻地内,石川県,珠洲市,正院町川尻地内,,,37.45009845,137.2987641,18.9,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000773,のとスターラインB,ノトスターラインビー,notosutaraimbi,172057,,石川県珠洲市正院町川尻地内,石川県,珠洲市,正院町川尻地内,,,37.4494594,137.3041115,30.9,0768-82-7720,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000774,のとスターラインC,ノトスターラインシー,notosutarainshi,172057,,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.44826694,137.3100767,30.3,0768-82-7720,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000775,のとスターラインD,ノトスターラインディー,notosutaraindei,172057,,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.45032818,137.3191319,23.5,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000776,のとスターラインE,ノトスターラインイー,notosutaraini,172057,,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.44939126,137.3256765,22.7,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000777,弁天近隣公園,ベンテンキンリンコウエン,bentenkinrinkoen,172057,,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.4418421,137.3084294,19.7,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
170003,CC0000000778,蛸島小学校（3階）,タコジマショウガッコウ（サンカイ）,takojimashogakko（sankai）,172057,,石川県珠洲市蛸島町ワ-69,石川県,珠洲市,蛸島町ワ-,69,,37.4429906,137.3133223,14.3,0768-82-7725,172057,石川県,珠洲市,,,,,,1,1,1,1,,,,,80人2.0㎡あたり1人,,,,,
170003,CC0000000779,蛸島公民館,タコジマコウミンカン,takojimakominkan,172057,,石川県珠洲市蛸島町ヨ-139,石川県,珠洲市,蛸島町ヨ-,139,,37.44296118,137.3164477,5.5,0768-82-7725,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
170003,CC0000000780,市営野球場（観客席）,シエイヤキュウジョウ（カンキャクセキ）,shieiyakyujo（kankyakuseki）,172057,,石川県珠洲市蛸島町鉢ケ崎1-4,石川県,珠洲市,蛸島町鉢ケ崎,１ー４,,37.44417382,137.321091,12,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
170003,CC0000000781,珠洲ビーチホテル（6階）,スズビーチホテル（ロッカイ）,suzubichihoteru（rokkai）,172057,,石川県珠洲市蛸島町1-2-480,石川県,珠洲市,蛸島町,１－２－４８０,,37.44019472,137.3267313,27.7,0768-82-0524,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000782,山王の森,サンノウノモリ,sannonomori,172057,,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.43848005,137.3114126,20,0768-82-3202,172057,石川県,珠洲市,,,,,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
170003,CC0000000783,市道56号線（雲津上野付近）,シドウゴジュウロクゴウセン（クモヅウエノフキン）,shidogojurokugosen（kumozuenofukin）,172057,,石川県珠洲市三崎町雲津地内,石川県,珠洲市,三崎町雲津地内,,,37.4487898,137.3349653,21,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000784,市道56号線（荒池付近）,シドウゴジュウロクゴウセン（アライケフキン）,shidogojurokugosen（araikefukin）,172057,,石川県珠洲市三崎町雲津地内,石川県,珠洲市,三崎町雲津地内,,,37.44971328,137.3420762,23.3,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000785,白山神社（雲津）,シラヤマジンジャ（クモヅ）,shirayamajinja（kumozu）,172057,,石川県珠洲市三崎町雲津地内,石川県,珠洲市,三崎町雲津地内,,,37.44387006,137.3452091,23,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000786,市道587号線三叉路（小山田付近）,シドウゴヒャクハチジュウナナゴウセンサンサロ（オヤマダフキン）,shidogohyakuhachijunanagosensansaro（oyamadafukin）,172057,,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.4484909,137.3516443,19.2,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000787,県道28号線,ケンドウニジュウハチゴウセン,kendonijuhachigosen,172057,,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.45017536,137.3562544,19.5,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
170003,CC0000000788,金沢大学能登学舎（旧小泊小学校）,カナノトガクシャ（キュウコドマリショウガッコウ）,kananotogakusha（kyukodomarishogakko）,172057,,石川県珠洲市三崎町小泊33-7,石川県,珠洲市,三崎町小泊,３３ー７,,37.45114409,137.3589721,,0768-82-7725,172057,石川県,珠洲市,,,,,,1,,1,,,,,1,300人2.0㎡あたり1人,,,,,
170003,CC0000000789,小泊共同墓地駐車場,コドマリキョウドウボチチュウシャジョウ,kodomarikyodobochichushajo,172057,,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.45203415,137.3544338,21.8,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
170003,CC0000000790,市道56号線（長池付近）,シドウゴジュウロクゴウセン（ナガイケフキン）,shidogojurokugosen（nagaikefukin）,172057,,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.45353316,137.3512419,25.7,0768-82-7725,172057,石川県,珠洲市,,,,,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
170003,CC0000000791,旧伏見葉タバコ乾燥場前,キュウフシミハタバコカンソウジョウマエ,kyufushimihatabakokansojomae,172057,,石川県珠洲市三崎町伏見地内,石川県,珠洲市,三崎町伏見地内,,,37.45806885,137.3529538,22,0768-88-2528,172057,石川県,珠洲市,,,,,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
